Holiday,Temperature,Rain_1h,Snow_1h,Clouds_All,Weather_Main,Weather_Description,Date_Time,Traffic_Volume,Month,Day,Year,Hour
None,16.74,0.0,0.0,64,Clouds,broken clouds,01/09/2014 19:00,3287,1,9,2014,19
None,16.47,0.0,0.0,64,Clouds,broken clouds,01/09/2014 20:00,2728,1,9,2014,20
None,16.68,0.0,0.0,64,Clouds,broken clouds,01/09/2014 21:00,2440,1,9,2014,21
None,16.52,0.0,0.0,64,Mist,mist,01/09/2014 22:00,1654,1,9,2014,22
None,16.32,0.0,0.0,64,Mist,mist,01/09/2014 23:00,1053,1,9,2014,23
None,16.75,0.0,0.0,64,Haze;Mist,haze;mist,01/10/2014 00:00,568,1,10,2014,0
None,16.21,0.0,0.0,64,Mist,mist,01/10/2014 01:00,406,1,10,2014,1
None,17.38,0.0,0.0,64,Mist,mist,01/10/2014 02:00,287,1,10,2014,2
None,18.37,0.0,0.0,64,Mist,mist,01/10/2014 03:00,372,1,10,2014,3
None,19.17,0.0,0.0,64,Mist,mist,01/10/2014 04:00,699,1,10,2014,4
None,19.85,0.0,0.0,64,Mist;Snow,mist;light snow,01/10/2014 05:00,2488,1,10,2014,5
None,20.59,0.0,0.0,64,Mist,mist,01/10/2014 06:00,5266,1,10,2014,6
None,21.36,0.0,0.0,64,Mist,mist,01/10/2014 07:00,5361,1,10,2014,7
None,21.7,0.0,0.0,64,Mist,mist,01/10/2014 08:00,5265,1,10,2014,8
None,22.66,0.0,0.0,64,Mist,mist,01/10/2014 09:00,5052,1,10,2014,9
None,23.63,0.0,0.0,64,Mist,mist,01/10/2014 10:00,4211,1,10,2014,10
None,25.14,0.0,0.0,64,Mist,mist,01/10/2014 11:00,4705,1,10,2014,11
None,26.53,0.0,0.0,64,Mist,mist,01/10/2014 12:00,5073,1,10,2014,12
None,27.46,0.0,0.0,64,Mist,mist,01/10/2014 13:00,5078,1,10,2014,13
None,28.31,0.0,0.0,64,Mist,mist,01/10/2014 14:00,5318,1,10,2014,14
None,29.08,0.0,0.0,64,Mist,mist,01/10/2014 15:00,5741,1,10,2014,15
None,29.57,0.0,0.0,90,Mist,mist,01/10/2014 16:00,6235,1,10,2014,16
None,30.2,0.0,0.0,90,Mist,mist,01/10/2014 17:00,5706,1,10,2014,17
None,29.12,0.0,0.0,64,Mist;Snow,mist;light snow,01/10/2014 19:00,3355,1,10,2014,19
None,29.25,0.0,0.0,90,Mist;Fog,mist;fog,01/10/2014 20:00,2706,1,10,2014,20
None,29.3,0.0,0.0,90,Mist;Fog,mist;fog,01/10/2014 21:00,2712,1,10,2014,21
None,29.14,0.0,0.0,64,Mist,mist,01/10/2014 23:00,1536,1,10,2014,23
None,29.05,0.0,0.0,64,Mist,mist,01/11/2014 01:00,651,1,11,2014,1
None,29.21,0.0,0.0,64,Mist,mist,01/11/2014 02:00,540,1,11,2014,2
None,29.21,0.0,0.0,64,Mist,mist,01/11/2014 03:00,376,1,11,2014,3
None,28.94,0.0,0.0,64,Mist,mist,01/11/2014 04:00,365,1,11,2014,4
None,28.18,0.0,0.0,64,Mist,mist,01/11/2014 05:00,741,1,11,2014,5
None,27.28,0.0,0.0,90,Mist,mist,01/11/2014 06:00,1233,1,11,2014,6
None,25.86,0.0,0.0,64,Mist,mist,01/11/2014 07:00,1834,1,11,2014,7
None,25.18,0.0,0.0,64,Clouds,broken clouds,01/11/2014 08:00,2584,1,11,2014,8
None,25.3,0.0,0.0,64,Mist,mist,01/11/2014 09:00,3147,1,11,2014,9
None,26.13,0.0,0.0,64,Mist,mist,01/11/2014 10:00,3332,1,11,2014,10
None,27.63,0.0,0.0,64,Mist,mist,01/11/2014 11:00,4027,1,11,2014,11
None,28.54,0.0,0.0,64,Clouds,broken clouds,01/11/2014 12:00,4554,1,11,2014,12
None,28.96,0.0,0.0,64,Clouds,broken clouds,01/11/2014 13:00,4509,1,11,2014,13
None,29.86,0.0,0.0,64,Clouds,broken clouds,01/11/2014 14:00,4706,1,11,2014,14
None,30.11,0.0,0.0,64,Clouds,broken clouds,01/11/2014 15:00,4628,1,11,2014,15
None,28.2,0.0,0.0,20,Clouds;Clouds,few clouds;broken clouds,01/11/2014 16:00,4546,1,11,2014,16
None,25.68,0.0,0.0,75,Clouds,broken clouds,01/11/2014 17:00,4470,1,11,2014,17
None,25.2,0.0,0.0,64,Clouds,broken clouds,01/11/2014 19:00,3107,1,11,2014,19
None,24.21,0.0,0.0,64,Clouds,broken clouds,01/11/2014 20:00,2519,1,11,2014,20
None,23.34,0.0,0.0,64,Mist,mist,01/11/2014 21:00,3440,1,11,2014,21
None,23.04,0.0,0.0,64,Mist,mist,01/11/2014 22:00,3505,1,11,2014,22
None,22.44,0.0,0.0,64,Mist,mist,01/11/2014 23:00,1856,1,11,2014,23
None,22.24,0.0,0.0,64,Clouds,broken clouds,01/12/2014 00:00,1112,1,12,2014,0
None,22.55,0.0,0.0,64,Clouds,broken clouds,01/12/2014 01:00,706,1,12,2014,1
None,23.31,0.0,0.0,64,Clouds,broken clouds,01/12/2014 02:00,524,1,12,2014,2
None,24.53,0.0,0.0,64,Clouds,broken clouds,01/12/2014 03:00,321,1,12,2014,3
None,25.14,0.0,0.0,64,Clouds,broken clouds,01/12/2014 04:00,261,1,12,2014,4
None,27.07,0.0,0.0,64,Clouds,broken clouds,01/12/2014 05:00,463,1,12,2014,5
None,28.51,0.0,0.0,64,Clouds,broken clouds,01/12/2014 06:00,731,1,12,2014,6
None,28.92,0.0,0.0,64,Clouds,broken clouds,01/12/2014 07:00,1053,1,12,2014,7
None,30.43,0.0,0.0,64,Clouds,broken clouds,01/12/2014 08:00,1643,1,12,2014,8
None,31.64,0.0,0.0,64,Clouds,broken clouds,01/12/2014 09:00,2387,1,12,2014,9
None,34.41,0.0,0.0,64,Clouds,broken clouds,01/12/2014 10:00,3069,1,12,2014,10
None,36.82,0.25,0.0,64,Rain,light rain,01/12/2014 11:00,3419,1,12,2014,11
None,38.41,0.37,0.0,64,Rain,light rain,01/12/2014 12:00,3831,1,12,2014,12
None,39.25,0.83,0.0,64,Rain,light rain,01/12/2014 13:00,3997,1,12,2014,13
None,39.67,0.72,0.0,64,Rain,light rain,01/12/2014 14:00,3881,1,12,2014,14
None,40.06,0.67,0.0,64,Rain,light rain,01/12/2014 15:00,4151,1,12,2014,15
None,39.45,0.51,0.0,64,Rain,light rain,01/12/2014 16:00,3946,1,12,2014,16
None,36.48,0.25,0.0,64,Rain,light rain,01/12/2014 17:00,3662,1,12,2014,17
None,35.35,0.25,0.0,64,Rain,light rain,01/12/2014 19:00,2504,1,12,2014,19
None,35.29,0.25,0.0,64,Rain,light rain,01/12/2014 20:00,1972,1,12,2014,20
None,35.44,0.25,0.0,64,Rain,light rain,01/12/2014 21:00,1714,1,12,2014,21
None,35.53,0.0,0.0,64,Clouds,broken clouds,01/12/2014 22:00,1306,1,12,2014,22
None,34.97,0.0,0.0,64,Clouds,broken clouds,01/12/2014 23:00,797,1,12,2014,23
None,34.38,0.25,0.0,64,Rain,light rain,01/13/2014 00:00,453,1,13,2014,0
None,32.74,0.0,0.0,64,Clouds,broken clouds,01/13/2014 01:00,294,1,13,2014,1
None,32.38,0.0,0.0,64,Clouds,broken clouds,01/13/2014 02:00,210,1,13,2014,2
None,30.9,0.0,0.0,64,Clouds,broken clouds,01/13/2014 03:00,307,1,13,2014,3
None,30.87,0.0,0.0,64,Clouds,broken clouds,01/13/2014 04:00,755,1,13,2014,4
None,30.43,0.0,0.0,64,Clouds,broken clouds,01/13/2014 05:00,2557,1,13,2014,5
None,30.24,0.0,0.0,64,Clouds,broken clouds,01/13/2014 06:00,5700,1,13,2014,6
None,29.66,0.0,0.0,64,Clouds,broken clouds,01/13/2014 07:00,6276,1,13,2014,7
None,27.84,0.0,0.0,64,Clouds,broken clouds,01/13/2014 08:00,5592,1,13,2014,8
None,26.58,0.0,0.0,64,Clouds,broken clouds,01/13/2014 09:00,4768,1,13,2014,9
None,27.72,0.0,0.0,64,Clouds,broken clouds,01/13/2014 10:00,4045,1,13,2014,10
None,27.39,0.0,0.0,64,Clouds,broken clouds,01/13/2014 11:00,4384,1,13,2014,11
None,28.54,0.0,0.0,64,Snow,light snow,01/13/2014 12:00,4400,1,13,2014,12
None,28.18,0.0,0.0,64,Clouds,broken clouds,01/13/2014 13:00,4640,1,13,2014,13
None,28.72,0.0,0.0,64,Clouds,broken clouds,01/13/2014 14:00,5163,1,13,2014,14
None,28.98,0.25,0.0,64,Rain,light rain,01/13/2014 15:00,5576,1,13,2014,15
None,28.24,0.0,0.0,64,Clouds,broken clouds,01/13/2014 16:00,6250,1,13,2014,16
None,25.86,0.0,0.0,64,Clouds,broken clouds,01/13/2014 17:00,5923,1,13,2014,17
None,24.58,0.0,0.0,64,Clouds,broken clouds,01/13/2014 19:00,2872,1,13,2014,19
None,24.89,0.0,0.0,64,Snow,light snow,01/13/2014 20:00,2313,1,13,2014,20
None,26.1,0.25,0.0,64,Rain;Snow;Mist,light rain;light snow;mist,01/13/2014 21:00,2107,1,13,2014,21
None,26.55,0.0,0.0,64,Mist,mist,01/13/2014 22:00,1343,1,13,2014,22
None,26.8,0.0,0.0,64,Snow;Mist,light snow;mist,01/13/2014 23:00,831,1,13,2014,23
None,26.55,0.0,0.0,90,Clouds,overcast clouds,01/14/2014 00:00,433,1,14,2014,0
None,26.58,0.0,0.0,90,Snow;Mist,light snow;mist,01/14/2014 01:00,332,1,14,2014,1
None,26.6,0.0,0.0,90,Snow;Mist,snow;mist,01/14/2014 02:00,242,1,14,2014,2
None,26.6,0.0,0.0,90,Snow;Mist;Fog,snow;mist;fog,01/14/2014 03:00,401,1,14,2014,3
None,25.03,0.0,0.0,90,Snow;Mist,snow;mist,01/14/2014 04:00,877,1,14,2014,4
None,23.29,0.0,0.0,90,Snow;Mist,light snow;mist,01/14/2014 05:00,2389,1,14,2014,5
None,22.1,0.0,0.0,90,Snow;Mist,light snow;mist,01/14/2014 06:00,3948,1,14,2014,6
None,21.2,0.0,0.0,90,Clouds,overcast clouds,01/14/2014 07:00,3349,1,14,2014,7
None,19.69,0.0,0.0,90,Snow;Fog,light snow;fog,01/14/2014 08:00,3080,1,14,2014,8
None,19.74,0.0,0.0,90,Snow;Mist;Haze,light snow;mist;haze,01/14/2014 09:00,3746,1,14,2014,9
None,19.4,0.0,0.0,90,Snow;Mist;Haze,light snow;mist;haze,01/14/2014 10:00,3740,1,14,2014,10
None,19.4,0.0,0.0,90,Snow;Mist;Haze,light snow;mist;haze,01/14/2014 11:00,3454,1,14,2014,11
None,19.4,0.0,0.0,90,Snow,light snow,01/14/2014 12:00,3764,1,14,2014,12
None,18.93,0.0,0.0,75,Clouds,broken clouds,01/14/2014 13:00,4062,1,14,2014,13
None,18.93,0.0,0.0,75,Clouds,broken clouds,01/14/2014 14:00,4383,1,14,2014,14
None,18.19,0.0,0.0,1,Clear,sky is clear,01/14/2014 15:00,5160,1,14,2014,15
None,16.92,0.0,0.0,75,Clouds,broken clouds,01/14/2014 16:00,5725,1,14,2014,16
None,15.8,0.0,0.0,75,Clouds,broken clouds,01/14/2014 17:00,5693,1,14,2014,17
None,11.57,0.0,0.0,1,Clear,sky is clear,01/14/2014 18:00,4284,1,14,2014,18
None,11.34,0.0,0.0,1,Clear,sky is clear,01/14/2014 19:00,2951,1,14,2014,19
None,8.98,0.0,0.0,40,Clouds,scattered clouds,01/14/2014 20:00,2736,1,14,2014,20
None,9.03,0.0,0.0,1,Clear,sky is clear,01/14/2014 21:00,3595,1,14,2014,21
None,7.95,0.0,0.0,64,Clouds,broken clouds,01/14/2014 23:00,977,1,14,2014,23
None,5.63,0.0,0.0,20,Clouds;Clouds,few clouds;broken clouds,01/15/2014 00:00,515,1,15,2014,0
None,4.66,0.0,0.0,64,Clouds,broken clouds,01/15/2014 02:00,305,1,15,2014,2
None,3.72,0.0,0.0,64,Clouds,broken clouds,01/15/2014 03:00,354,1,15,2014,3
None,2.46,0.0,0.0,64,Clouds,broken clouds,01/15/2014 04:00,793,1,15,2014,4
None,1.71,0.0,0.0,64,Clouds,broken clouds,01/15/2014 05:00,2677,1,15,2014,5
None,1.26,0.0,0.0,64,Clouds,broken clouds,01/15/2014 06:00,5542,1,15,2014,6
None,1.65,0.0,0.0,64,Clouds,broken clouds,01/15/2014 07:00,6193,1,15,2014,7
None,2.79,0.0,0.0,64,Clouds,broken clouds,01/15/2014 08:00,5686,1,15,2014,8
None,4.12,0.0,0.0,64,Clouds,broken clouds,01/15/2014 09:00,4837,1,15,2014,9
None,5.97,0.0,0.0,64,Clouds,broken clouds,01/15/2014 10:00,4225,1,15,2014,10
None,8.17,0.0,0.0,64,Clouds,broken clouds,01/15/2014 11:00,4560,1,15,2014,11
None,10.18,0.0,0.0,64,Clouds,broken clouds,01/15/2014 12:00,4790,1,15,2014,12
None,11.46,0.0,0.0,64,Clouds,broken clouds,01/15/2014 13:00,4777,1,15,2014,13
None,13.46,0.0,0.0,90,Clouds,overcast clouds,01/15/2014 14:00,4735,1,15,2014,14
None,14.0,0.0,0.0,90,Clouds;Haze,overcast clouds;haze,01/15/2014 16:00,6252,1,15,2014,16
None,14.29,0.0,0.0,64,Snow;Mist,light snow;mist,01/15/2014 17:00,5258,1,15,2014,17
None,16.79,0.25,0.0,90,Rain;Snow;Mist;Haze,light rain;light snow;mist;haze,01/15/2014 18:00,4270,1,15,2014,18
None,18.99,0.0,0.0,64,Clouds,broken clouds,01/15/2014 20:00,2368,1,15,2014,20
None,20.62,0.25,0.0,64,Rain,light rain,01/15/2014 21:00,2255,1,15,2014,21
None,22.01,0.25,0.0,64,Rain;Snow,light rain;light snow,01/15/2014 22:00,1501,1,15,2014,22
None,22.35,0.25,0.0,64,Rain,light rain,01/15/2014 23:00,956,1,15,2014,23
None,24.01,0.0,0.0,64,Clouds,broken clouds,01/16/2014 00:00,513,1,16,2014,0
None,26.71,0.0,0.0,64,Clouds,broken clouds,01/16/2014 01:00,334,1,16,2014,1
None,30.52,0.0,0.0,64,Snow,light snow,01/16/2014 02:00,271,1,16,2014,2
None,32.45,0.0,0.0,90,Snow;Mist;Rain,light snow;mist;light rain,01/16/2014 03:00,393,1,16,2014,3
None,33.46,0.0,0.0,64,Snow;Mist,light snow;mist,01/16/2014 04:00,772,1,16,2014,4
None,33.75,0.0,0.0,64,Clouds,broken clouds,01/16/2014 05:00,2734,1,16,2014,5
None,33.8,0.0,0.0,64,Snow,light snow,01/16/2014 06:00,5381,1,16,2014,6
None,33.75,0.0,0.0,64,Mist;Snow,mist;light snow,01/16/2014 07:00,5668,1,16,2014,7
None,30.25,0.25,0.0,64,Rain;Haze,light rain;haze,01/16/2014 08:00,5568,1,16,2014,8
None,26.44,0.32,0.0,64,Rain;Haze,light rain;haze,01/16/2014 09:00,4665,1,16,2014,9
None,23.18,1.02,0.0,75,Rain;Snow,moderate rain;light snow,01/16/2014 10:00,4021,1,16,2014,10
None,20.35,0.76,0.0,64,Rain,light rain,01/16/2014 11:00,4377,1,16,2014,11
None,17.53,0.0,0.0,64,Haze,haze,01/16/2014 12:00,4631,1,16,2014,12
None,14.54,0.0,0.0,64,Haze,haze,01/16/2014 13:00,4752,1,16,2014,13
None,12.49,0.0,0.0,64,Haze,haze,01/16/2014 14:00,5002,1,16,2014,14
None,10.89,0.0,0.0,90,Clouds,overcast clouds,01/16/2014 15:00,5662,1,16,2014,15
None,9.88,0.0,0.0,64,Clouds;Clouds,broken clouds;broken clouds,01/16/2014 16:00,6413,1,16,2014,16
None,7.95,0.0,0.0,64,Clouds,broken clouds,01/16/2014 17:00,5917,1,16,2014,17
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/16/2014 19:00,3073,1,16,2014,19
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/16/2014 20:00,2640,1,16,2014,20
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/16/2014 21:00,3620,1,16,2014,21
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/16/2014 22:00,2663,1,16,2014,22
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/16/2014 23:00,1139,1,16,2014,23
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/17/2014 00:00,619,1,17,2014,0
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/17/2014 01:00,376,1,17,2014,1
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/17/2014 02:00,306,1,17,2014,2
None,38.56,0.0,0.0,64,Clouds;Clouds,broken clouds;overcast clouds,01/17/2014 03:00,395,1,17,2014,3
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/17/2014 05:00,2584,1,17,2014,5
None,38.56,0.0,0.0,64,Clouds;Clouds,broken clouds;scattered clouds,01/17/2014 06:00,5441,1,17,2014,6
None,1.42,0.0,0.0,40,Clouds,scattered clouds,01/17/2014 07:00,6319,1,17,2014,7
None,0.99,0.0,0.0,20,Clouds,few clouds,01/17/2014 08:00,5519,1,17,2014,8
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/17/2014 10:00,4226,1,17,2014,10
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/17/2014 11:00,4833,1,17,2014,11
None,38.56,0.0,0.0,64,Clouds;Clear,broken clouds;sky is clear,01/17/2014 12:00,5204,1,17,2014,12
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/17/2014 14:00,5594,1,17,2014,14
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/17/2014 15:00,5564,1,17,2014,15
None,38.56,0.0,0.0,64,Clouds;Clouds,broken clouds;few clouds,01/17/2014 16:00,6430,1,17,2014,16
None,7.25,0.0,0.0,20,Clouds,few clouds,01/17/2014 17:00,6080,1,17,2014,17
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/17/2014 19:00,3841,1,17,2014,19
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/17/2014 20:00,2708,1,17,2014,20
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/17/2014 21:00,2614,1,17,2014,21
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/17/2014 22:00,2847,1,17,2014,22
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/17/2014 23:00,2746,1,17,2014,23
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 00:00,1139,1,18,2014,0
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 01:00,690,1,18,2014,1
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 02:00,507,1,18,2014,2
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 03:00,389,1,18,2014,3
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 04:00,441,1,18,2014,4
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 05:00,750,1,18,2014,5
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 06:00,1239,1,18,2014,6
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 07:00,1822,1,18,2014,7
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 08:00,2278,1,18,2014,8
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 09:00,2789,1,18,2014,9
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 10:00,3281,1,18,2014,10
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 11:00,3655,1,18,2014,11
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 12:00,3870,1,18,2014,12
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 13:00,4146,1,18,2014,13
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 14:00,3884,1,18,2014,14
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 15:00,4290,1,18,2014,15
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 16:00,4434,1,18,2014,16
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 17:00,4085,1,18,2014,17
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 18:00,3738,1,18,2014,18
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 19:00,3001,1,18,2014,19
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 20:00,2498,1,18,2014,20
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 21:00,2400,1,18,2014,21
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 22:00,2794,1,18,2014,22
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/18/2014 23:00,3269,1,18,2014,23
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/19/2014 00:00,1236,1,19,2014,0
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/19/2014 01:00,807,1,19,2014,1
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/19/2014 02:00,544,1,19,2014,2
None,38.56,0.0,0.0,64,Clouds,broken clouds,01/19/2014 03:00,342,1,19,2014,3
None,25.36,0.0,0.0,64,Clouds,broken clouds,01/19/2014 04:00,286,1,19,2014,4
None,26.55,0.0,0.0,64,Clouds,broken clouds,01/19/2014 05:00,432,1,19,2014,5
None,27.19,0.0,0.0,1,Clear,sky is clear,01/19/2014 06:00,726,1,19,2014,6
None,26.46,0.0,0.0,64,Clouds,broken clouds,01/19/2014 07:00,1027,1,19,2014,7
None,27.55,0.0,0.0,64,Clouds,broken clouds,01/19/2014 09:00,2477,1,19,2014,9
None,29.57,0.0,0.0,64,Clouds,broken clouds,01/19/2014 10:00,3269,1,19,2014,10
None,33.03,0.0,0.0,64,Clouds,broken clouds,01/19/2014 11:00,3601,1,19,2014,11
None,35.65,0.34,0.0,64,Rain,light rain,01/19/2014 12:00,3782,1,19,2014,12
None,37.06,0.68,0.0,64,Rain,light rain,01/19/2014 13:00,4117,1,19,2014,13
None,37.31,1.02,0.0,64,Rain,moderate rain,01/19/2014 14:00,3938,1,19,2014,14
None,37.42,1.07,0.0,64,Rain,moderate rain,01/19/2014 15:00,3952,1,19,2014,15
None,36.93,0.64,0.0,64,Rain;Rain,light rain;light rain,01/19/2014 16:00,4410,1,19,2014,16
None,35.2,0.51,0.0,64,Rain,light rain,01/19/2014 17:00,3752,1,19,2014,17
None,34.65,0.25,0.0,90,Rain,light rain,01/19/2014 18:00,3095,1,19,2014,18
None,32.99,0.0,0.0,64,Clouds,broken clouds,01/19/2014 19:00,2504,1,19,2014,19
None,30.2,0.0,0.0,64,Clouds,broken clouds,01/19/2014 20:00,2024,1,19,2014,20
None,30.13,0.0,0.0,64,Clouds,broken clouds,01/19/2014 22:00,1499,1,19,2014,22
None,29.66,0.0,0.0,64,Clouds,broken clouds,01/19/2014 23:00,1004,1,19,2014,23
Martin Luther King Jr Day,29.55,0.0,0.0,64,Clouds,broken clouds,01/20/2014 00:00,480,1,20,2014,0
Martin Luther King Jr Day,29.43,0.0,0.0,64,Clouds,broken clouds,01/20/2014 01:00,347,1,20,2014,1
Martin Luther King Jr Day,29.28,0.0,0.0,64,Clouds,broken clouds,01/20/2014 02:00,251,1,20,2014,2
Martin Luther King Jr Day,29.46,0.0,0.0,64,Clouds,broken clouds,01/20/2014 03:00,332,1,20,2014,3
Martin Luther King Jr Day,28.71,0.0,0.0,64,Clouds,broken clouds,01/20/2014 04:00,711,1,20,2014,4
Martin Luther King Jr Day,27.1,0.0,0.0,64,Clouds,broken clouds,01/20/2014 05:00,2188,1,20,2014,5
Martin Luther King Jr Day,25.0,0.0,0.0,64,Clouds,broken clouds,01/20/2014 07:00,4403,1,20,2014,7
Martin Luther King Jr Day,19.6,0.0,0.0,90,Snow,light snow,01/20/2014 08:00,3861,1,20,2014,8
Martin Luther King Jr Day,17.94,0.0,0.0,90,Snow,light snow,01/20/2014 09:00,3634,1,20,2014,9
Martin Luther King Jr Day,15.75,0.25,0.0,64,Rain;Snow,light rain;light snow,01/20/2014 11:00,3849,1,20,2014,11
Martin Luther King Jr Day,14.54,0.0,0.0,64,Snow,light snow,01/20/2014 12:00,4008,1,20,2014,12
Martin Luther King Jr Day,12.07,0.0,0.0,64,Haze,haze,01/20/2014 13:00,4395,1,20,2014,13
Martin Luther King Jr Day,11.48,0.0,0.0,64,Snow,light snow,01/20/2014 14:00,4515,1,20,2014,14
Martin Luther King Jr Day,10.65,0.0,0.0,64,Clouds,broken clouds,01/20/2014 15:00,4614,1,20,2014,15
Martin Luther King Jr Day,8.83,0.0,0.0,64,Clouds;Clouds,broken clouds;broken clouds,01/20/2014 16:00,4687,1,20,2014,16
Martin Luther King Jr Day,5.83,0.0,0.0,64,Clouds,broken clouds,01/20/2014 17:00,4516,1,20,2014,17
Martin Luther King Jr Day,4.24,0.0,0.0,64,Clouds,broken clouds,01/20/2014 19:00,2627,1,20,2014,19
Martin Luther King Jr Day,1.94,0.0,0.0,64,Clouds,broken clouds,01/20/2014 20:00,2210,1,20,2014,20
Martin Luther King Jr Day,1.04,0.0,0.0,64,Clouds,broken clouds,01/20/2014 21:00,1907,1,20,2014,21
Martin Luther King Jr Day,-0.87,0.0,0.0,1,Clear,sky is clear,01/20/2014 22:00,1332,1,20,2014,22
Martin Luther King Jr Day,-4.25,0.0,0.0,1,Clear,sky is clear,01/20/2014 23:00,839,1,20,2014,23
None,-8.09,0.0,0.0,1,Clear,sky is clear,01/21/2014 00:00,422,1,21,2014,0
None,-8.99,0.0,0.0,1,Clear,sky is clear,01/21/2014 01:00,289,1,21,2014,1
None,-11.24,0.0,0.0,1,Clear,sky is clear,01/21/2014 02:00,222,1,21,2014,2
None,-12.59,0.0,0.0,1,Clear,sky is clear,01/21/2014 03:00,302,1,21,2014,3
None,-13.63,0.0,0.0,1,Clear,sky is clear,01/21/2014 04:00,784,1,21,2014,4
None,-13.0,0.0,0.0,1,Clear,sky is clear,01/21/2014 05:00,2554,1,21,2014,5
None,-11.2,0.0,0.0,1,Clear,sky is clear,01/21/2014 06:00,5492,1,21,2014,6
None,-13.0,0.0,0.0,40,Clouds,scattered clouds,01/21/2014 07:00,6222,1,21,2014,7
None,-13.0,0.0,0.0,40,Clouds,scattered clouds,01/21/2014 08:00,5710,1,21,2014,8
None,-14.8,0.0,0.0,1,Clear,sky is clear,01/21/2014 09:00,4642,1,21,2014,9
None,-11.78,0.0,0.0,1,Clear,sky is clear,01/21/2014 10:00,4167,1,21,2014,10
None,-6.09,0.0,0.0,5,Clear,sky is clear,01/21/2014 11:00,4288,1,21,2014,11
None,-2.67,0.0,0.0,64,Clouds,broken clouds,01/21/2014 13:00,4601,1,21,2014,13
None,-0.74,0.0,0.0,64,Clouds,broken clouds,01/21/2014 14:00,5037,1,21,2014,14
None,0.63,0.0,0.0,64,Clouds,broken clouds,01/21/2014 15:00,5670,1,21,2014,15
None,0.36,0.0,0.0,64,Snow;Haze,light snow;haze,01/21/2014 16:00,6322,1,21,2014,16
None,-0.11,0.0,0.0,64,Snow,light snow,01/21/2014 17:00,5850,1,21,2014,17
None,0.59,0.0,0.0,64,Snow,light snow,01/21/2014 19:00,2923,1,21,2014,19
None,0.59,0.0,0.0,64,Snow,light snow,01/21/2014 20:00,2517,1,21,2014,20
None,1.36,0.0,0.0,64,Snow,light snow,01/21/2014 21:00,2269,1,21,2014,21
None,2.26,0.0,0.0,90,Snow,light snow,01/21/2014 22:00,1364,1,21,2014,22
None,3.45,0.0,0.0,64,Snow;Mist,light snow;mist,01/21/2014 23:00,845,1,21,2014,23
None,4.51,0.0,0.0,64,Snow,light snow,01/22/2014 00:00,416,1,22,2014,0
None,5.32,0.0,0.0,64,Snow;Mist,light snow;mist,01/22/2014 01:00,300,1,22,2014,1
None,6.1,0.0,0.0,64,Snow;Mist,light snow;mist,01/22/2014 02:00,271,1,22,2014,2
